epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.019733110442757607,0.09574581682682037,0.007672678679227829,0.06480388343334198
1,0.0010000000474974513,0.007756931707262993,0.057257458567619324,0.004633790347725153,0.04272525757551193
2,0.0010000000474974513,0.006960852537304163,0.05214967951178551,0.004886345472186804,0.04215157777070999
3,0.0010000000474974513,0.006919550709426403,0.05213810130953789,0.09661652147769928,0.2618715167045593
4,0.0010000000474974513,0.006902783643454313,0.05237264186143875,0.04674023389816284,0.15698866546154022
5,0.0010000000474974513,0.006573166698217392,0.05046268180012703,0.0069576832465827465,0.054652582854032516
6,0.0010000000474974513,0.0064297812059521675,0.04942110925912857,0.0044858320616185665,0.041352834552526474
7,0.0010000000474974513,0.0063906023278832436,0.0491613931953907,0.015791751444339752,0.0830189436674118
8,0.0010000000474974513,0.006237995345145464,0.04783732444047928,0.004761213902384043,0.04206745699048042
9,0.0010000000474974513,0.006114443764090538,0.04750547930598259,0.005052778869867325,0.04472809657454491
10,0.0010000000474974513,0.006149564869701862,0.047593917697668076,0.004520279821008444,0.040016427636146545
11,0.0010000000474974513,0.006043448578566313,0.046883195638656616,0.011646786704659462,0.07255326956510544
12,0.0005000000237487257,0.005942103452980518,0.046009164303541183,0.009467534720897675,0.06195317208766937
13,0.0005000000237487257,0.005930501036345959,0.0454460047185421,0.00429212162271142,0.03873760998249054
14,0.0005000000237487257,0.005793415009975433,0.045015715062618256,0.0041242241859436035,0.04069296643137932
15,0.0005000000237487257,0.0058228331618011,0.04543397203087807,0.004241086542606354,0.03815804049372673
16,0.0005000000237487257,0.005627152044326067,0.04450765624642372,0.004032285884022713,0.03737306967377663
17,0.0005000000237487257,0.00555395008996129,0.04436146840453148,0.004250120837241411,0.03810008242726326
18,0.0005000000237487257,0.005702251568436623,0.04474443942308426,0.004316314589232206,0.03826124221086502
19,0.0005000000237487257,0.005441028159111738,0.04345773905515671,0.004168215673416853,0.039045099169015884
20,0.0002500000118743628,0.005226426292210817,0.04313066601753235,0.004225950688123703,0.03887443616986275
21,0.0002500000118743628,0.00524760689586401,0.04324286803603172,0.004011134617030621,0.03948342800140381
22,0.0002500000118743628,0.005033701192587614,0.042132604867219925,0.0037532069254666567,0.035886507481336594
23,0.0002500000118743628,0.004841357469558716,0.04216980189085007,0.003894374007359147,0.03699073567986488
24,0.0002500000118743628,0.004773090127855539,0.04154582694172859,0.004039273597300053,0.03689967840909958
25,0.0002500000118743628,0.004694681148976088,0.04138006642460823,0.0038729619700461626,0.03741801530122757
26,0.0002500000118743628,0.004532933235168457,0.040959883481264114,0.0037135244347155094,0.03619358316063881
27,0.0002500000118743628,0.00467050913721323,0.04133239760994911,0.003835665760561824,0.036559928208589554
28,0.0001250000059371814,0.004232224076986313,0.040231700986623764,0.0038732620887458324,0.03566528111696243
29,0.0001250000059371814,0.004025184083729982,0.039144694805145264,0.0039694481529295444,0.03582186624407768
30,0.0001250000059371814,0.004145755898207426,0.039481133222579956,0.0036736440379172564,0.03471734747290611
31,0.0001250000059371814,0.00396236777305603,0.039022237062454224,0.004157796502113342,0.03783700242638588
32,0.0001250000059371814,0.0038005292881280184,0.038426272571086884,0.003787428140640259,0.035446107387542725
33,6.25000029685907e-05,0.003592666471377015,0.03757603093981743,0.003509831614792347,0.0338151678442955
34,6.25000029685907e-05,0.003563318168744445,0.03777451068162918,0.0037168413400650024,0.034584891051054
35,6.25000029685907e-05,0.003404926275834441,0.03706955537199974,0.0036760924849659204,0.034157540649175644
36,6.25000029685907e-05,0.0033283547963947058,0.036863427609205246,0.0036113313399255276,0.03406273201107979
37,6.25000029685907e-05,0.003206348977982998,0.03621659055352211,0.0036334488540887833,0.03384946659207344
38,6.25000029685907e-05,0.0032311193645000458,0.03645271062850952,0.0037115532904863358,0.033568739891052246
39,3.125000148429535e-05,0.0030003178399056196,0.035548899322748184,0.0035483569372445345,0.03306601569056511
40,3.125000148429535e-05,0.003214791649952531,0.036223385483026505,0.0033975429832935333,0.03243580088019371
41,3.125000148429535e-05,0.0029466517735272646,0.03524456545710564,0.003352745668962598,0.032285425812006
42,3.125000148429535e-05,0.002826692070811987,0.03492571413516998,0.0034118343610316515,0.032378189265728
43,3.125000148429535e-05,0.002920860191807151,0.03512251377105713,0.003596068825572729,0.03327053412795067
44,3.125000148429535e-05,0.002753752050921321,0.03472663462162018,0.0035755587741732597,0.03296537324786186
45,3.125000148429535e-05,0.002739853924140334,0.034934550523757935,0.0033340570516884327,0.03235551342368126
46,1.5625000742147677e-05,0.002734245266765356,0.03461593762040138,0.0035066388081759214,0.032560110092163086
47,1.5625000742147677e-05,0.0026614877860993147,0.03430044651031494,0.0034746441524475813,0.03266789764165878
48,1.5625000742147677e-05,0.0026121155824512243,0.03397044539451599,0.0034030680544674397,0.03256750851869583
49,1.5625000742147677e-05,0.002674893941730261,0.034319955855607986,0.003327836748212576,0.03214861825108528
50,1.5625000742147677e-05,0.002630815841257572,0.034328918904066086,0.0034563925582915545,0.03250572085380554
51,7.812500371073838e-06,0.0025790759827941656,0.03396787494421005,0.0034471412654966116,0.03233347833156586
52,7.812500371073838e-06,0.002567108254879713,0.03397213667631149,0.0034491228871047497,0.03234987333416939
53,7.812500371073838e-06,0.002610320458188653,0.034161072224378586,0.003341859905049205,0.03193223476409912
54,7.812500371073838e-06,0.002730083419010043,0.034710682928562164,0.0033740156795829535,0.03200635313987732
55,7.812500371073838e-06,0.002602478489279747,0.0340314619243145,0.00336795998737216,0.03192274272441864
56,3.906250185536919e-06,0.0027007327880710363,0.03450734168291092,0.003373140702024102,0.031960684806108475
57,3.906250185536919e-06,0.0026379041373729706,0.03444638475775719,0.003371100639924407,0.031941112130880356
58,3.906250185536919e-06,0.002635085955262184,0.034105390310287476,0.003428215626627207,0.03214620053768158
59,3.906250185536919e-06,0.00259835715405643,0.03386028856039047,0.003375618252903223,0.03185616061091423
60,3.906250185536919e-06,0.00261841993778944,0.03401888534426689,0.003354000858962536,0.03178618475794792
61,1.9531250927684596e-06,0.0025099588092416525,0.0335821658372879,0.0033413327764719725,0.031796786934137344
62,1.9531250927684596e-06,0.002544677583500743,0.03386162593960762,0.003311607288196683,0.0316966287791729
63,1.9531250927684596e-06,0.002701265038922429,0.034508440643548965,0.003339876187965274,0.031781282275915146
64,1.9531250927684596e-06,0.0026368824765086174,0.03457353264093399,0.0033368244767189026,0.0317683108150959
65,1.9531250927684596e-06,0.002498946152627468,0.03371404483914375,0.003328760387375951,0.031765300780534744
66,9.765625463842298e-07,0.0025390165392309427,0.03391190990805626,0.0033194113057106733,0.03173445910215378
67,9.765625463842298e-07,0.0025061704218387604,0.033467188477516174,0.003346512094140053,0.03179433196783066
68,9.765625463842298e-07,0.0025936109013855457,0.033907126635313034,0.0033522741869091988,0.03183208405971527
69,9.765625463842298e-07,0.002494220854714513,0.03342154249548912,0.0033733032178133726,0.03190140798687935
70,9.765625463842298e-07,0.002580517204478383,0.033993128687143326,0.0033856253139674664,0.031928326934576035
71,4.882812731921149e-07,0.0025256494991481304,0.033781275153160095,0.0033885077573359013,0.0319398008286953
72,4.882812731921149e-07,0.002480351598933339,0.033343229442834854,0.0033861706033349037,0.031892888247966766
73,4.882812731921149e-07,0.002612516051158309,0.0340556725859642,0.003375041065737605,0.031875062733888626
74,4.882812731921149e-07,0.002517249435186386,0.033883336931467056,0.003397327149286866,0.031942129135131836
75,4.882812731921149e-07,0.002598047722131014,0.03411773964762688,0.00338727911002934,0.03191647306084633
76,2.4414063659605745e-07,0.0025550038553774357,0.03401657193899155,0.0033972542732954025,0.031912051141262054
77,2.4414063659605745e-07,0.0025905859656631947,0.034262705594301224,0.0033727146219462156,0.03186164051294327
